user_id,age,education,industry,experience_years,base_salary,variable_income_ratio,job_stability_score,automation_risk_score,industry_growth_rate,skill_relevance_score,monthly_income_mean,monthly_income_std,income_coefficient_of_variation,worst_month_income,best_month_income,income_trend_12m,savings_potential_monthly,layoff_risk_score,income_volatility_risk
USER_000000,31.49976065593102,high_school,technology,7.49976065593102,61874.46147584479,0.24145488022375006,0.9093292801959403,0.25422124389690687,0.12,0.3644468902577328,82264.29669070059,2569.1345028248775,0.03123024940557597,78434.59335483142,85505.73999811978,0.024141096386221146,16452.85933814012,0.09067071980405972,low
USER_000001,40.71495310825648,bachelors,technology,17.71495310825648,152745.56008843874,0.3786934915693583,1.0,0.1154759560893675,0.12,0.7113101097765813,225300.36421944518,6732.286308733956,0.029881382269655945,208886.69114482164,233695.0071743017,0.011724550781020901,45060.07284388904,0.0,low
USER_000002,27.803356613078844,masters,gig_economy,0.0,52500.0,0.3908027817755774,0.5471607134320086,0.08806547761331907,0.15,0.8238690447733619,76648.188999082,3069.4256282033907,0.04004563797639305,71184.54500221762,81985.52500091362,0.01845065325248338,15329.637799816403,0.45283928656799144,low
USER_000003,35.65592199683678,phd,gig_economy,7.655921996836781,92923.89790937159,0.29548926029062655,0.5951059916955117,0.2633540804020398,0.15,0.47329183919592044,127165.31021768128,2819.077309322995,0.022168603249560003,122522.79920590321,132709.8299148125,0.04770382541374241,25433.062043536258,0.4048940083044883,low
USER_000004,25.623375776727023,masters,manufacturing,0.0,75000.0,0.2971525974671756,0.8543763310600514,0.5216631171731964,0.04,0.34792110353350464,105012.13680670019,4074.91743054237,0.03880425210319474,98793.89371859106,112140.37557586253,-0.09899935658297523,21002.42736134004,0.1456236689399486,low
USER_000005,44.92918623031611,high_school,education,16.929186230316112,49854.40141092675,0.2821843321133945,1.0,0.049094874559236584,0.05,0.7545256272038171,63346.65607593386,4214.230643482119,0.06652648939243938,58384.369100464646,72439.8275693732,0.027569867070045717,12669.331215186772,0.0,low
USER_000006,46.132051867479774,high_school,retail,17.132051867479774,44558.46224097573,0.06379690501654332,1.0,0.05797160019668106,0.03,0.9171834282904556,48335.11397550587,5622.196381506,0.1163170192244728,45254.94517608358,61347.08102424676,0.3517452698438012,9667.022795101175,0.0,low
USER_000007,43.47264797377967,masters,technology,18.472647973779672,216408.64485251065,0.12311833267229827,1.0,0.1384224370418515,0.12,0.6539439073953712,254617.61569981798,4703.709572255623,0.018473621942171795,247129.0378455889,265205.4323864313,0.057524238265941316,50923.523139963596,0.0,low
USER_000008,26.691115646740844,phd,technology,4.691115646740844,177776.03265653405,0.06414616244789727,0.9795517269419498,0.08569411465715611,0.12,0.7857647133571097,197428.78484314808,1784.433717826606,0.009038366514002966,195114.7108459835,201691.055338296,0.017024430966707436,39485.75696862962,0.020448273058050193,low
USER_000009,42.32959825360696,bachelors,retail,17.32959825360696,80631.93222779103,0.09814092566648443,0.9391827078945302,0.37524034824609626,0.03,0.4639423596484339,89056.8440104309,10773.582032499571,0.12097421767200398,81493.460812291,113132.84102638712,0.34992264964674274,17811.36880208618,0.06081729210546982,low
USER_000010,47.2427013953783,bachelors,retail,21.242701395378297,89084.23501401712,0.21300162656639274,0.9146128201928491,0.4325700862166856,0.03,0.3820427339761634,109589.7435044768,15254.052144787487,0.13919233367093656,99906.95956286324,148053.97163508157,0.46065050931077667,21917.948700895362,0.08538717980715094,low
USER_000011,26.880329742258365,masters,healthcare,4.880329742258365,111961.48384016265,0.25137058264583484,1.0,0.20790445690172563,0.08,0.30698514366091456,146942.96548214398,3795.63999940667,0.025830702320131845,140061.66449317438,153588.77527913963,-0.048147509836477025,29388.593096428798,0.0,low
USER_000012,37.36475425384645,phd,government,13.36475425384645,176165.90246030927,0.1551304359667725,1.0,0.03207673250127058,0.02,0.6792326749872942,214021.5056776239,3673.636578551368,0.017164801111552264,207057.90295836393,220394.96706454476,-0.03055320652801593,42804.30113552479,0.0,low
USER_000013,22.0,bachelors,government,0.0,59400.00000000001,0.2890951008955219,1.0,0.06941454226862001,0.02,0.30585457731379995,84190.42683645774,1957.7858974157293,0.023254257888712018,80180.2553419661,87453.85389156667,-0.008584420025577234,16838.08536729155,0.0,low
USER_000014,45.89056687375519,bachelors,education,22.89056687375519,104224.07750322511,0.3212008287831349,1.0,0.046037953726843606,0.05,0.769810231365782,141937.68964269775,8255.700627994247,0.05816425960417186,133684.38332471944,159335.80737506307,0.004852552056586831,28387.53792853955,0.0,low
USER_000015,47.41310580767483,phd,technology,19.41310580767483,283774.3618152588,0.25295652973135496,1.0,0.07940880865173235,0.12,0.8014779783706691,373179.9100297652,9998.050209341089,0.026791501741194036,361240.1929142512,394659.05494764616,0.05432912172113864,74635.98200595305,0.0,low
USER_000016,48.305805856240575,high_school,gig_economy,25.305805856240575,47571.0961490526,0.3184965802165474,0.6454530167856809,0.25757830535719844,0.15,0.4848433892856031,67112.90413002968,2077.163169559388,0.030950279927313723,64475.81188051162,69921.0078330034,0.06229674928715903,13422.580826005937,0.3545469832143191,low
USER_000017,44.256309336460006,masters,government,16.256309336460006,149557.27601289752,0.30434053237231273,1.0,0.0397357641517657,0.02,0.602642358482343,204818.2711158162,5048.41103397097,0.024648245522570122,192505.2856129106,213885.8035566378,-0.032175072882450806,40963.65422316324,0.0,low
USER_000018,22.64427876792894,phd,retail,0.0,76800.0,0.02690236558694714,0.8593996611356314,0.09473412401685996,0.03,0.8646655371187715,81438.74960584848,9711.120621393397,0.11924447107051356,76702.34009361872,103336.72350455652,0.3396306951108839,16287.749921169698,0.14060033886436862,low
USER_000019,48.90980425185967,phd,technology,21.90980425185967,301750.5906133896,0.22535814028505607,1.0,0.11565777816350603,0.12,0.710855554591235,400581.6721612783,11422.852278609102,0.028515663777074013,377011.6171929637,417456.49165976985,0.008062776949630947,80116.33443225567,0.0,low
USER_000020,46.852314829889906,bachelors,gig_economy,19.852314829889906,75320.87502849192,0.23726328761578733,0.7317051234551561,0.11382479424140635,0.15,0.7723504115171873,100443.14028493728,2907.669554056574,0.02894841345868012,95925.939349872,104525.00909638018,0.035646729572640076,20088.628056987458,0.26829487654484385,low
USER_000021,29.201856464979457,high_school,government,6.201856464979457,43233.0631672161,0.18206879669346257,1.0,0.05811900999961538,0.02,0.4188099000038462,55405.43012155321,1277.7394610835406,0.02306162876599506,52065.93982937693,57283.2531388133,-0.001996725249003237,11081.086024310644,0.0,low
USER_000022,35.95528779013878,bachelors,government,7.955287790138783,83027.2047367122,0.23327632171083904,1.0,0.06636074536156049,0.02,0.3363925463843952,105249.67627324222,2118.142238098659,0.020124928770323996,101907.55030325985,108609.45066493932,-0.02364653766755924,21049.935254648444,0.0,low
USER_000023,46.20344012612456,high_school,government,20.203440126124562,66335.67620810553,0.3893530476659285,1.0,0.0656324151981206,0.02,0.34367584801879403,98467.56323962088,1649.646456432431,0.016753196709235255,93647.35641337499,99908.01375749981,0.0024652291280629576,19693.512647924177,0.0,low
USER_000024,42.79441518086064,masters,manufacturing,15.79441518086064,134229.0569282274,0.11134739266506265,1.0,0.392345310725005,0.04,0.5095683615937437,156065.6414037424,1470.8117855521793,0.00942431512998549,153691.9371691822,159223.09307724913,-0.016027731117564798,31213.128280748482,0.0,low
USER_000025,29.515713658091855,bachelors,healthcare,0.0,64800.0,0.12096780451141456,0.968801182512076,0.18119881748792394,0.08,0.3960039417069202,79175.78248184669,1360.1525037252854,0.01717889563058173,76902.57010885261,82630.74526320354,-0.006428516440565201,15835.156496369338,0.03119881748792397,low
USER_000026,31.644421585955968,high_school,manufacturing,4.644421585955968,36966.63237893395,0.1833725696525752,1.0,0.1863610911712586,0.04,0.7670486360359268,47245.4497500138,1155.0492619339732,0.02444784139098254,44870.53161161773,48835.98750236665,-0.008827481467133932,9449.08995000276,0.0,low
USER_000027,37.379959906339685,masters,finance,12.379959906339685,169994.78950828334,0.14456151162687456,1.0,0.28214209561509745,0.06,0.5297631739748375,208248.365041064,4313.713068059888,0.020714270996601954,199852.21689202994,214414.01854717126,0.007847731267633721,41649.673008212805,0.0,low
USER_000028,26.32220448732065,high_school,finance,0.32220448732065066,42676.629423373364,0.056489417349259795,0.8549591330005706,0.3029699134916847,0.06,0.49505014418052545,46747.05079335464,280.1195396340154,0.005992239828610449,46348.89579402409,47220.08827515395,0.007112474329405375,9349.410158670928,0.14504086699942942,low
USER_000029,39.94107630953358,bachelors,finance,15.941076309533578,135857.26845003694,0.31837055485740096,1.0,0.3273882093570282,0.06,0.454352984404953,190097.94383336802,5917.876821893603,0.031130672444731798,177722.52350599878,200815.72379087537,0.03555468680325827,38019.5887666736,0.0,low
USER_000030,28.903165830181663,high_school,finance,0.0,42000.0,0.3682958601370542,0.9807712558946687,0.03845748821066244,0.06,0.9359041863155626,58814.886991107494,2836.348862774931,0.04822501594203135,53641.83280173781,63716.702371363564,0.036369631872362154,11762.9773982215,0.019228744105331264,low
USER_000031,22.0,phd,gig_economy,0.0,67200.0,0.24605165621647995,0.4952678853714032,0.1745535243809947,0.15,0.6508929512380106,88745.43115920016,2611.877472184111,0.029431120431413216,83548.72730122552,93594.4966189883,-0.03760469564160979,17749.086231840032,0.5047321146285968,low
USER_000032,26.699306609596423,masters,finance,0.0,105000.0,0.32057831048918156,0.8163521223278216,0.36729575534435666,0.06,0.3878404077594055,153042.73892864687,4366.387752209228,0.028530512344299912,147330.9177503846,161548.2361287554,0.015653362795989386,30608.547785729374,0.18364787767217838,low
USER_000033,37.358118228915025,high_school,gig_economy,8.358118228915025,29776.024140360776,0.3845969298296449,0.6129166101384057,0.2570762573998247,0.15,0.4858474852003506,44720.34686409533,1796.620537893669,0.04017456625176858,41219.73725920822,47150.896715646275,-0.0758504736355395,8944.069372819065,0.3870833898615943,low
USER_000034,34.07528893939127,masters,retail,12.075288939391271,96225.86681817382,0.1373546808710577,1.0,0.03497102456345688,0.03,0.9500413934807759,109000.31104786979,13677.711440747335,0.12548323311426587,98157.92456397146,142187.666292595,0.3384097537439441,21800.06220957396,0.0,low
USER_000035,55.473631979155584,masters,healthcare,29.473631979155584,222631.34390620014,0.1609625037197247,1.0,0.06487827932475503,0.08,0.7837390689174832,270917.92826998624,5098.801043564094,0.01882046373277603,262482.5260757696,280306.59224910627,-0.05148478177794893,54183.58565399725,0.0,low
USER_000036,37.31365953914531,phd,gig_economy,15.313659539145313,118653.89605152825,0.2384327820953224,0.6144824456566963,0.30919592390550615,0.15,0.3816081521889877,153693.28445346322,3581.626832602553,0.023303730187944766,145353.79716955515,158258.19409616163,-0.04119230141862156,30738.656890692644,0.3855175543433037,low
USER_000037,28.399537047205364,high_school,education,2.3995370472053636,30239.375013727244,0.004324433454078536,0.9599261897451391,0.12537636746597883,0.05,0.37311816267010595,31756.276613968574,1814.5625140618456,0.057140279262578204,30913.786301859873,35825.43437799051,-0.00011117669928441547,6351.255322793715,0.0400738102548609,low
USER_000038,36.44740951175251,high_school,healthcare,6.447409511752511,47605.337121154516,0.3274960917936203,1.0,0.13702105298411152,0.08,0.5432631567196282,67226.50025935243,2628.008652641311,0.03909185577864002,63252.162355545755,71780.66041017715,-0.06325368794555669,13445.300051870487,0.0,low
USER_000039,24.028818148870087,phd,gig_economy,0.0,67200.0,0.3222858102672872,0.4077845517938144,0.32035908034364263,0.15,0.35928183931271473,90995.90181106886,3855.4242679745344,0.042369207747173024,82957.83473163223,96600.55351224376,0.030959249497028943,18199.180362213774,0.5922154482061857,low
USER_000040,42.49218721285034,high_school,gig_economy,17.49218721285034,39366.79657349286,0.21262886107469248,0.6756271020505737,0.20728816324904376,0.15,0.5854236735019125,50530.43641118143,694.7297361936668,0.01374873809797408,49408.76153720387,51533.17837523644,-0.001938141817101117,10106.087282236287,0.32437289794942625,low
USER_000041,40.24216404290793,masters,gig_economy,10.24216404290793,79385.68061263331,0.14186648199403315,0.7650652421997861,0.058224596333689704,0.15,0.8835508073326206,92244.42529060837,1682.0527731293969,0.018234736330463654,90034.90209280932,95384.23343793314,-0.042807588878056246,18448.885058121676,0.2349347578002139,low
USER_000042,34.04319288243736,bachelors,technology,5.04319288243736,101424.93117387131,0.06272508212672227,1.0,0.0337875396100273,0.12,0.9155311509749318,112217.2432351584,1040.6177511834885,0.009273242874117016,110489.20509417365,113730.82766033645,-0.003912518792796248,22443.44864703168,0.0,low
USER_000043,56.18061922557825,high_school,education,33.18061922557825,71793.83595453063,0.29259858561725566,1.0,0.023389839819608096,0.05,0.8830508009019595,94684.74678130931,7587.109977202759,0.08013022408695344,86964.05096310178,112368.18059787138,-0.07037860189285708,18936.949356261863,0.0,low
USER_000044,45.59712295484168,bachelors,technology,20.59712295484168,164418.3479671088,0.015707765696660925,1.0,0.18317429244508104,0.12,0.5420642688872974,182649.01456064297,369.4320900164669,0.0020226339074707043,182009.9569664279,183256.1098201741,-0.0013963732770299235,36529.802912128594,0.0,low
USER_000045,43.723903111756755,phd,gig_economy,13.723903111756755,113312.3144555027,0.12288656680850836,0.6236473762050663,0.2939210396582228,0.15,0.4121579206835544,129804.91929010027,1785.372985191211,0.013754278304361418,126960.08432017002,133051.85369092078,-0.012385466368844467,25960.983858020056,0.3763526237949337,low
